id,username,comment,num_of_likes,published_at
N3JZxBTC1Zw,@alvinvinoza,Naikin gajinya 🔥🔥,962,2025-03-12T14:42:39Z
9YFbtgNsSeA,@MuklasinMuklasin-k6w,"Kalo tidak ada hukuman mati, sampek kiamat pun negeri ini masi saja ada yg korupsi",847,2025-02-25T22:31:15Z
9YFbtgNsSeA,@infotodax,"Gua gak kebayang, Gaji elu berapa... Tapi keserakahan lu... Luar biasa...",683,2025-02-26T03:59:00Z
N3JZxBTC1Zw,@febbriyansaputra4132,Tolong host nya di support dan di lindungi ini,552,2025-03-19T13:20:14Z
N3JZxBTC1Zw,@chalvit4162,harusnya berita ya kayak begini dibawa santai tapi tajam abang ku 😂,535,2025-03-06T16:28:31Z
9YFbtgNsSeA,@niutto5910,"Korupsi di pertamina sudah menjadi budaya mendarah daging di setiap pejabatnya, sejak dulu kala, tapi baru dibongkar sekarang. lebih baik terlambat dari pada tidak. bumn dan institusi pemerintah lain juga sama korupnya harus dibongkar semua. Semoga pemerintahan Prabowo benar2 bisa memberantas korupsi seperti yg dijanjikan.",441,2025-02-25T12:50:55Z
9YFbtgNsSeA,@MuhammadRusmadi-o7k,"Gila,, lama lama jdi terbiasa denger korupsi smpe ratusan triliun,sumpah demi tuhan jangankan menuju Indonesia emas,, yg ada menuju Indonesia sakaratul maut",268,2025-02-26T04:28:55Z
N3JZxBTC1Zw,@johansigarantang,"2 pria yang menurut gw pemberani.

1. Ahmed nurmagedov
2. Host berita Metro TV

Ini menurutku kreatif sama berani sekali, kelihatan siapa yang mendukung dan siapa yang menyembunyikan.",266,2025-03-20T13:38:17Z
9YFbtgNsSeA,@alfath4971,Pertamina dan PLN harus di selidiki itu rugi terus.... KPK woi kerja!!!,259,2025-02-25T21:43:53Z
N3JZxBTC1Zw,@Lyvimoon,"Shessshhhhhh beliau terlalu fokus memasak sampai lupa mengatur apinya yang terlalu membara🥶🥶🥶🔥🔥🔥.

Lindungi beliauu jangan sampe PEJABAT YANG BAPERAN DAN GAK TERIMA DIKATAIN SEPERTI ITU menghukum beliau dengan alasan mencerkan nama baik. Semoag gak ada deh pejabat yang gak tau diri kek gitu 😂😂😂


Otw subrekk",243,2025-03-20T00:18:47Z
N3JZxBTC1Zw,@Rizallaufa_2014Rizallaufa,"Penulis naskah harus di beri penghargaan
""Cooking liga korupsi""
🗣️🔥🔥🔥",239,2025-03-20T09:03:58Z
nwgTuwCb0aU,@imanradiman-xb7sq,"Saya setuju ucapan bu karen , bongkar saja siapapun yg turut menikmati korupsi ...jangan takut dari pada ditanggung sendiri..dan kalau bisa sebut saja namanya...jangan ragu..ok",220,2023-09-19T15:48:06Z
N3JZxBTC1Zw,@anasrullah4641,let him cook 🔥,189,2025-03-15T11:18:34Z
9YFbtgNsSeA,@ardia2308,Saya kangen ada hakim yg memvonis koruptor hukuman mati atau minimal 100 tahun penjara.,184,2025-02-25T17:26:05Z
9YFbtgNsSeA,@rudypri100,Korupsi minimal 1 Milyar = HUKUMAN MATI.....pasti INDONESIA MAKMUR......SETUJU NGGAK???,176,2025-02-26T07:11:09Z
nwgTuwCb0aU,@ojolgaming9138,"Dari tatapan matanya, saya rasa penjelasan ibu ini jujur dan tanpa ditutupi",167,2023-09-19T16:37:28Z
N3JZxBTC1Zw,@ForumAnakBangsa,Media harusmya begini...bukan sekedar memberitakan tp juga mencerdaskan warga negara,136,2025-03-14T00:34:15Z
N3JZxBTC1Zw,@ManzrealID,Baru kali ini nonton berita sampai akhir,136,2025-03-17T10:50:22Z
N3JZxBTC1Zw,@KYA057,Berita tepi jurang 😂😂😂😂😂,136,2025-03-06T14:51:46Z
N3JZxBTC1Zw,@nr777s,Stand up terjun jurang 😂😂😂,136,2025-03-19T03:59:08Z
nwgTuwCb0aU,@tayokids8865,"Luar biasa lugas, beradab dan mantap penjelasannya,, salam hormat bu Karen,, ⭐⭐⭐",126,2023-09-19T16:07:53Z
9YFbtgNsSeA,@kidemang8606,"Gila gila gila gila, Pak Presiden rakyat mendukungmu terbitkan perpu perampasan aset koruptor Pak Presiden.",122,2025-02-25T12:56:39Z
nwgTuwCb0aU,@sukoharjan1505,Nampak Bu Karen sangat tegar dg jawaban jawaban yang lancar,120,2023-09-19T16:00:22Z
9YFbtgNsSeA,@Djaisabdulajis,"Yg beginianlah yg hrs d didemo para mahasiswa, desak pemerintah untuk hukum berat para koruptor dan mengesahkan uu perampasan aset!!",116,2025-02-26T00:36:06Z
nwgTuwCb0aU,@mariasyarif884,"Orang yg bersalah biasanya tidak mau berkomentar atau memberikan keterangan, bahkan menganggap dirinya korban.. tapi ibu menjawab semua pertanyaan dengan lancar dan no komen ttg siapa yg mengorbankannya.",113,2023-09-19T16:39:14Z
9YFbtgNsSeA,@carsahamdaniofficial,Ribuan pemulung di Bantargebang mencari uang 100 ribu susah payah harus memilah² sampah yg penuh penyakit...ini orang malah seenaknya uang trilyunan dimakan melalui jabatan....rakyat hanya bisa mendoakan agar mereka hidup jadi pemulung !,103,2025-02-26T20:48:59Z
nwgTuwCb0aU,@IdeKreatif1814,"Tetap tegar, tegas, mentalnya kuat bngt bu, smg ini hny ujian naik kelas, byk berdoa krn Allah SWT maha tahu segalanya",88,2023-09-19T16:15:26Z
N3JZxBTC1Zw,@mahdinafi4393,korupsi aja semua terus....sampai indonesia bangkrut.,88,2025-03-06T15:36:47Z
nwgTuwCb0aU,@Mr4ngg4,Tetap semangat & tegar y bu Karen...  InsyaAllah... semua tabir akan terbuka.. waktu akan berbicara untuk mengungkap kebenaran....,84,2023-09-19T17:35:12Z
N3JZxBTC1Zw,@nihnu-q7m,Anjai kali ini metrotv mewakili saya sebagai penggemar bola.,84,2025-03-19T05:35:23Z
9YFbtgNsSeA,@pramistyo5025,"Yg rugi itu rakyat, bukan negara, negara tetap untung",81,2025-02-26T02:28:49Z
nwgTuwCb0aU,@cokhro7228,Ibu karen bukan pelaku sebenarnya dia hanya dijadikan Tumbal,75,2023-09-19T16:14:12Z
nwgTuwCb0aU,@syamsulusroqusroq3148,"Ini jawaban yang mantap, tanpa teks,, jujur dari hati 🤔🤔 tinggal tunggu kawan kawan yg menemani di sel🙏🙏",74,2023-09-19T16:13:21Z
N3JZxBTC1Zw,@angelachali3772,gen z jadi reporter be like:,67,2025-03-16T11:07:58Z
9YFbtgNsSeA,@bvp79,20 tahun lalu China udah memberi contoh model hukum dlm memberantas Korupsi...tp Indonesia tak mau mencontohnya dgn alasan HAM.,65,2025-02-26T02:42:14Z
N3JZxBTC1Zw,@revachocolate2216,Menyala abangku reporter teruskan 😂,65,2025-03-14T15:43:48Z
9YFbtgNsSeA,@munawirwin9918,"Paling tuntutan jaksa 6 tahun. Rp.300.000.000.000.000 hukuman penjara 6,5 tahun. Rp 197.000.000.000.000 hukuman penjara 3,5 tahun.😂😂😂",64,2025-02-25T12:46:44Z
9YFbtgNsSeA,@UPrab-qj8ei,"Selama UU sita aset bkm disahkan...
Selama koruptor blm di hukum mati....
Walaupun ada kejagung dan dibantu 10 kpk pun, korupsi tdk akan hilang dr negeri ini selama hukuman yg terlaku ringan di negeri ini...
Namun tetap saya SALUT AMA KEJAGUNG.....👍",62,2025-02-26T04:56:30Z
nwgTuwCb0aU,@KutuMetal-j8o,Setiap konspirasi harus ada yg jadi tumbal demi menutupi rahasia yg lebih besar.,61,2023-09-19T16:19:42Z
N3JZxBTC1Zw,@aldiapriansyah9305,gosong cheff🔥🔥🔥🔥,59,2025-03-16T16:41:35Z
9YFbtgNsSeA,@nelsonbida9958,"Ini yg dulu sering berteriak soal AHKLAK ke bawahannya, ternyata mreka yg ngk ada AHKLAK",59,2025-02-26T00:09:24Z
N3JZxBTC1Zw,@dhanielmanurung3415,Nonton metro tv karna mas-mas ini 😂,57,2025-03-16T04:47:40Z
N3JZxBTC1Zw,@BliBilly,Berani sangat 😂😂 mantap Mimin metro 🤣🤣,57,2025-03-19T22:34:08Z
N3JZxBTC1Zw,@habib.af75,Lindungi beliau,56,2025-03-19T09:23:44Z
nwgTuwCb0aU,@aisyahmubarak8614,"SABAR YA BU KAREN,ALLAH AKAN MELINDUNGI DIRIMU,YG ZOLIM PASTI DILAKNAT ALLAH,.AAMIINN,.",54,2023-09-19T15:53:22Z
nwgTuwCb0aU,@wisastragoesty7249,"Ibu Karen harus berani buka semua nya se jelas"" nya...
Aamiin🤲🤲",53,2023-09-19T17:06:56Z
nwgTuwCb0aU,@HBudionoHMBA,"Kebenaran tetap berada pada tempatnya, begitu juga keburukkan berada pada tempatnya. Kebenaran dan keburukkan akan muncul pada waktunya. Buka semua apa yang terjadi di pertamina, bu Karen sejak awal menjabat telah disematkan pejabat yang bagus dan punya reputasi yang cemerlang.",53,2023-09-19T22:51:52Z
nwgTuwCb0aU,@Istimevva,Ibu ini org Jujur... dr jawabannya lugas. Kalau bohong bertele² cari² pembenaran. Tapi ibu ini tidak. Lugas Dann dr gesture wajar Jujur dan menahan beban.,50,2023-09-19T16:09:32Z
N3JZxBTC1Zw,@Mr.Brick1359,absolute cinema 🖐😐🤚,49,2025-03-20T19:37:38Z
9YFbtgNsSeA,@fariez26,Yg bangga kerja di Pertamina...hallo apa kabar???,45,2025-02-25T14:22:15Z
9YFbtgNsSeA,@zhaggychannel3783,"kejagung baru kerja bener, KPK hanya bekerja sesuai pesanan 😅😂🤣..",45,2025-02-26T02:15:19Z
N3JZxBTC1Zw,@mr.robert2334,Makin asik nih metro wkwk😂 auto subscribe,44,2025-03-13T22:40:53Z
nwgTuwCb0aU,@Gavchky,Dari sekian banyak tersangka kasus korupsi Saya kasihan melihat ibu ini…😢 sudah tua memikul tanggung jawab yg berat atas tindakannya meskipun bukan dia sendiri pelakunya😢😢😢,41,2023-09-19T16:45:31Z
9YFbtgNsSeA,@heriaryanto5621,"Lanjut PLN, yg rakyat selalu bayar tapi selalu rugi... alasan kemarin ada diskon cuma 2 bulan tapi 2 dekade ngapain, alasan pemeliharaan dan pemabngunan kan ada anggaran dan kucuran subsidi dari Pemerintah jadi sangat janggal, pasti ratusan triliun juga sama halnya seperti BUMN yg yg sudah-sudah...",39,2025-02-25T13:42:30Z
nwgTuwCb0aU,@hannibal_smith851,"dari intonasi suara , gestur dan mikro ekspresi...jelas dia dalam tekanan dan tidak sendiri .pasti ada perintah dan permainan dari para mafia lain.",37,2023-09-19T15:39:36Z
N3JZxBTC1Zw,@Djumhana-e7r,"Harus di adakan Olimpiade Dunia di cabang KOROPSI Peringkat Dunia. 
Semoga PERTAMINA DI RENGKING kedua di dunia. Menanti juara pertamanya semoga indonesia Maju dalam hal Pengkoropsian dunia ❤",35,2025-03-10T06:33:37Z
9YFbtgNsSeA,@kadhiiom6858,Inilah gunanya UU perampasan asset segera disahkan utk kemakmuran rakyat.,35,2025-02-25T13:45:23Z
N3JZxBTC1Zw,@kangklnx,BRO MEMASAK DENGAN SANGAT BAIK 🔥🔥,34,2025-03-19T15:17:07Z
9YFbtgNsSeA,@LaokKelana,"Jika negara Indonesia ingin merdeka sepenuhnya...
Sudah tidak ada solusi lagi untuk para koruptor yg merugikan negara.
Jalan satu-satunya ya harus di SAH,kan undang-undang hukuman mati dan miskinkan..",34,2025-02-27T04:35:04Z
N3JZxBTC1Zw,@AetherRim,🥶🥶🥶 pucuk dingin bos,33,2025-03-06T23:56:22Z
N3JZxBTC1Zw,@1360CLAN,Kawal presenternya supaya gak ilang😂,33,2025-03-20T10:16:32Z
9YFbtgNsSeA,@husamudin2712,"Begitu kayanya negeri ini  Begitu banyak uang negara dirampok secara ugal""an  tp bangsa ini masih ada 
Tuhan masih sayang sama kita ❤",33,2025-02-26T05:09:27Z
nwgTuwCb0aU,@novaprime8972,"secara gestur klo orang beneran salah sih cenderung menghindari awak media, nah klo Bu Karen ini malah ingin berlama-lama di depan media, dengan semua penjelasan yang mantap tanpa mikir, itu tanda nya semua penjelasannya berdasarkan realita pengalaman dia bekerja waktu itu, tdk ada yg di konstruk.. sayang sekali guru besar Harvard dijadikan tumbal seperti ini 😢",32,2023-09-19T17:24:44Z
CyxDR6JUY-Q,@yeniyeni7191,"Mbak Karen,memang kren argumentasi, analaysis, profit, implementasi dirunut terstrukstur, terukur,cepat dan tepat, semoga penjahat2 kerah putih, bisa ditumpas  dibrantas dari pucuk sampai keakar2nya,  demi indonesia yg adil Makmur sejahtera, semoga.  ..",31,2023-09-20T06:16:56Z
nwgTuwCb0aU,@dianasutyoso6461,Sangat menakutkan bekerja di perusahaan besar terutama di Indonesia. Mau berusaha terbaik untuk negara & sdh mengikuti perintah tetap disalahkan & msh hrs dicaplok dan dikorbankan.. sangat disayangkan🙈.. semangat bu Karen,31,2023-09-20T01:31:40Z
N3JZxBTC1Zw,@valdianapart2,cara bawa pemberitaan nya terbaik 😂,30,2025-03-16T14:17:43Z
CyxDR6JUY-Q,@Maini_otodidax,"jika memang Ibu ini benar, semoga ALLOH SWT Melindunginya dan yg suka mendzolimi di beri peringatan sesuai yg di lakukan nya",29,2023-09-20T06:20:06Z
N3JZxBTC1Zw,@DaengAlle15,Rakyat bersamamu...,29,2025-03-11T15:49:01Z
nwgTuwCb0aU,@subandiman6238,"Gimna mau maju banyak koruptor,,dijajah sama koruptor dinegeri sendiri,,wahai pejabat nih sy rakyat Indonesia tolonglah sejahterakan dulu rakyat jelata.",28,2023-09-19T16:05:26Z
9YFbtgNsSeA,@KenkoHarru-p1w,"Hanya di wakanda KORUPSI GAK NANGGUNG2 boss, sampai bergidik bulu kuduk dengan angka yg sangat FANTASTIS ❤❤❤❤ Bravo KORUPTOR kalian Luar Biasa BIADABNYA 🫡🫡🫡🤮🤮🤮",27,2025-02-26T02:41:29Z
9YFbtgNsSeA,@hadidarma2075,Hebat kejaksaan  berani menetapkan  bos minyak ini yg  dari dulu gk tersentuh hukum,25,2025-02-25T14:08:45Z
nwgTuwCb0aU,@kosakata8632,Klo perintah jabatan ya mending mundur atau pensiun dini bu,25,2023-09-19T15:27:57Z
9YFbtgNsSeA,@iisan1,"Sopan banget pas penyematan jas korupsi dan pemberian gelang di tangan. Dan juga, semua tersangka kompak social distancing pake masker… salut",24,2025-03-01T05:21:27Z
9YFbtgNsSeA,@kisraofficial3820,"Mereka cuma pelaksana 
Pelaku utama masih ngopi sambil nonton berita ini dan baca komentar netizen 😂",24,2025-02-26T07:19:15Z
nwgTuwCb0aU,@onedypictures2575,KPK sekarang memang sulit di percaya.,23,2023-09-19T16:18:05Z
N3JZxBTC1Zw,@nginx404_not_found6,Gelap gelap,22,2025-03-07T20:33:01Z
9YFbtgNsSeA,@hafidzah2011,Segera DPR sahkan undang undang perampasan aset koruptor,22,2025-02-25T14:29:25Z
nwgTuwCb0aU,@istiyo235,Setiap kasus korupsi dg kerugian besar di korporasi sudah pasti ada skenario dalang dibaliknya.. pejabat yg terjerat biasanya pelaku ABS yg tegiur dan menikmatinya.,22,2023-09-19T15:55:27Z
nwgTuwCb0aU,@Suara.Rakyat2023,"Saya lihat ibu gamblang menjelaskan & Lurus.. 
Banyak berdoa bu, tetap tegar...Yakin Allah pasti tolong.",22,2023-09-19T18:41:57Z
nwgTuwCb0aU,@misradi9244,Kenapa orang Baik dan Jujur kok mesti jadi korbannnn..... Semoga Azab yg dijanjikan oleh Pencipta secepatnya ada....Amin..,21,2023-09-19T17:08:56Z
nwgTuwCb0aU,@aha2808,InshaaAlloh Bu Karen ada dijalan yang lurus....BONGKAR HABIS SIAPA OTAK KORUPSI DI PERTAMNIA...?!?!,21,2023-09-19T16:35:37Z
nwgTuwCb0aU,@yatnayatna5204,Ibu itu harus kita dukung untuk membongkar para koruptor,21,2023-09-25T04:10:29Z
nwgTuwCb0aU,@asihwidayati9243,"Smg kebenaran terungkap, tetap tegar bu. Ini kasus kayaknya mirip kasus pak plate bts",20,2023-09-19T16:10:56Z
nwgTuwCb0aU,@suhaemimachmir7858,Korek sampai ke akar akarnya jaringan korupsi ini,20,2023-09-19T15:51:10Z
nwgTuwCb0aU,@mariaalqibtiyaa143,"Sy percaya penjelasan Bu Karen. Insya Allah, kebenaran akan muncul. Berjuanglah Bu, Allah beserta orang yg sabar.",20,2023-09-19T17:12:47Z
nwgTuwCb0aU,@JodekaBimo-mv8el,"bu karen hebat, lewat ibu akan terbuka semua bu, ibu orang baik, ibu karen sangat keren bangat bu, buka selebar lebarnya bu",20,2023-09-19T16:23:53Z
9YFbtgNsSeA,@syarifhidayatul2597,Sopan ya penangan maling berdasi. Beda kalo nanganin maling biasa.,20,2025-02-26T05:56:27Z
9YFbtgNsSeA,@suhaemimachmir7858,Bravo kejaksaan agung ri 👍🏼👍🏼👍🏼,20,2025-02-25T13:15:28Z
N3JZxBTC1Zw,@MOJA-RF-DP8,Metro TV Sedang memasakkkkk🔥🔥🔥🔥🔥,20,2025-03-20T21:21:42Z
nwgTuwCb0aU,@umayahsamsoel1075,KPK di bawah pak Firly karena kepentingan bukan murni memberantas korupsi. Yang sabar Bu.... Orang yang nggak korupsi aja di cari-cari kesalahannya,20,2023-09-19T17:01:44Z
CyxDR6JUY-Q,@edyroes6083,Semoga diberikan kesehatan ibu..tetap semangat,19,2023-09-20T11:14:52Z
CyxDR6JUY-Q,@nouveleffendi565,Bongkar tuntas bu karen,19,2023-09-20T05:28:21Z
OycJzepcul4,@bijaijah523,Takngkap itu presiden! Jgn biarkan dia pura2 gk ikut dan cuci tangan! 😠😠😠,19,2023-09-23T22:21:52Z
9YFbtgNsSeA,@cokiMoy,"Kerugian negara sangat besar belum lagi kerugian rakyat yang mengunakan minyak tersebut,,,parah ini hukum seberat berat nya",19,2025-02-25T12:46:34Z
nwgTuwCb0aU,@wanabi-e5n,"Suara Ibu merdu,lebih merdu dari penyanyi papan atas,
Semoga Nyanyian Ibu yg merdu itu bisa membuka kebenaran yg telah dibungkam oleh para kutu busuk.
SEMANGAT BU.",19,2023-09-20T08:01:12Z
nwgTuwCb0aU,@ApeApen,"Mantap bu, luar biasa tegar semangat tegas dan lugas. Bongkar aja bu biar tidak jadi korban. Sabar bu, sehat selau dan keluarga tabah dan ikhlas menerima ujian, Aamiin Yra 🤲🏽",18,2023-09-19T16:16:32Z
CyxDR6JUY-Q,@shine0445,"koruptor di negeri ini blas ga ada takut dan malunya,,krn hukumannya ga buat pelaku jera..",18,2023-09-20T05:45:41Z
nwgTuwCb0aU,@alexayeoraffa2252,Indonesia gak kurang orang pintar tapi kurang nya orang yg jujur....Indonesia kondisi nya bahaya korupsi yg menjadi budaya....harus ada pembaruhan untuk hukum pada koruptor....HUKUM MATI,18,2023-09-19T17:34:08Z
nwgTuwCb0aU,@jasajoky,Kutunggu nyanyian merdumu 😂😂😂,17,2023-09-19T16:10:52Z
CyxDR6JUY-Q,@radiabdulazis2666,"Yg  profesional kadang banyak 'orang' tidak suka. Dan ketika ada celah/ titik lemah, orang2 itu menggunakannya utk menyerangnya.
Yang banyak 'silaturahmi' (tanda kutip) malah itu yg aman2 saja meski tidak profesional.",17,2023-09-20T08:14:18Z
CyxDR6JUY-Q,@samueldorgis9359,Ayo pak Dahlan....bu Karen sdh secara terbuka hal yg dituduhkan ada PERPRES dn INPRES nya. Artinya kementrian bumn dn komisaris korporasi pasti mengetahuinya. Bongkar saja pak...masy perlu tahu permainan mafia migas di level penguasa.,17,2023-09-20T06:10:15Z
CyxDR6JUY-Q,@surabayasurabaya89,Semoga Bu Karen selalu diberikan kesehatan,17,2023-09-20T07:33:00Z
nwgTuwCb0aU,@kobenilman182,"Terlihat bu karen nyaman dengan jawaban2nya, dibabat habis pertanyaan wartawan, sayang waktu wawancaranya terbatas",16,2023-09-19T17:16:06Z
nwgTuwCb0aU,@ahmadgojali5451,"Bu karen sy tau kna tumbalnya aja ibu, expresi wajahnya ibu ,wajah org2 jujur.semoga ibu panjang umur sehat selalu, diberi k selamatan,kelancaran dan kemenagan, mudah2n ketahuan siapa penjahat koruptor yg sebenarnya!!!!!amien ya allah ya robbalalamin 🤲🤲🤲",16,2023-09-19T17:01:21Z
N3JZxBTC1Zw,@Kaka_Sun_Tasik,"Nah, gitu dong ngasih berita tuh harus vulgar, harus berani, jgn pengalihan isu mulu
😤👍

kasian masyarakat nya dibodohi terus
😅🤦",16,2025-03-07T13:22:14Z
9YFbtgNsSeA,@RahmatNata-q3j,"Alhamdulillah.. TERIMA KASIH  BAPAK2  KEJAGUNG RI..  ACTION  SEPERTI  INI  SANGAT  MEMBAHAGIAKAN  SEKALIGUS  MEMBANGGAKAN KAMI RAKYAT NKRI..
HABISIN BERSIHKAN SAMPE AKAR2-NYA. PENGHIANAT  RAKYAT..  ""B E N A L U"" BANGSA  DAN  NEGARA..
""B R A V O..  S E M A N G A T"".. 💪💪💪
Salam  RAHAYU.. 🙏🙏",16,2025-02-25T13:53:44Z
nwgTuwCb0aU,@ghazi283,"Karena orang pandai dan banyak berkecimpung di dunia migas, banyak jasa yang diberikan di sektor Migas. 
Kasus ini semua dipolitisir demi kepentingan politik dan golongan tertentu",16,2023-09-19T16:55:44Z
nwgTuwCb0aU,@Gun-cu4vn,Kl emang bersih Ibu maju terus' sampai biang keroknya ketemu' rakyat sll mendoakan orng yg bersih' smga masalah Ibu cepat selsai. Aamiin YRA 🤲🙏🙏🙏,16,2023-09-19T16:43:58Z
nwgTuwCb0aU,@adiwijayanto5561,"Bismillah..semoga Ibu diberi kesehatan, kesabaran dan mendapat jalan keluar serta petunjukNya..",16,2023-09-19T20:33:01Z
nwgTuwCb0aU,@trihidayati4422,Mantap  bu Karen...seorang wanita yg tangguh dan berani...Semoga  Beliau kuat menerima ujian berat ini,16,2023-09-19T17:28:00Z
9YFbtgNsSeA,@mikoLea,"Mohon informasi, apakah Pertamax dari Pertamina yg beredar sekarang masih yg dioplos??",16,2025-02-25T13:52:33Z
9YFbtgNsSeA,@WawanHermawan-es8uj,"Mereka ternyata Impor pertalite dijual jadi pertamax.
Selama ini konsumen dirugikan beli pertamax ternyata isinya pertalite.",16,2025-02-25T15:36:33Z
9YFbtgNsSeA,@apulpsimorangkir7877,semoga menjadi pintu masuk & mengungkap pelaku utama sebenarnya yang telah menguasai bisnis minyak di Pertamina 30 tahun lebih. 7 orang tsb hanya generasi baru saja..tetapi pelaku utama yg sudah mengakar belum...,15,2025-02-25T16:22:16Z
nwgTuwCb0aU,@gabrielmaliq,"Tanpa teks hapal semua detail, di jawab semua pertanyaan secara lugas, tegas, dgn tatapan penuh keyakinan tanpa mencla mencle",15,2023-09-19T18:47:39Z
nwgTuwCb0aU,@waprasetyo6855,Tetap semangat Bu...semoga Allah SWT kasih jalan terbaik buat ibu dan keluarga...serta pejabat pejabat yang benar benar berjuang buat kepentingan rakyat.🙏,15,2023-09-20T00:41:08Z
9YFbtgNsSeA,@christinesugito2561,"Rampok berjamaah, melibatkan banyak pelaku dan merugikan konsumen ...dan jangka waktu rampoknya 5 tahun, ......gimana negara tidak bangkrut?",15,2025-02-25T15:47:16Z
9YFbtgNsSeA,@Aldi__mil,"Korupsi lagi korupsi lagi. Gmana korupsi mau mengecil kalo tuntutannya rendah,gk ada yg peka gk ada yg takut. Rakyat lah yg kena akibatnya,pdhl kita gk salah. Negara demokrasi",15,2025-02-26T05:16:37Z
9YFbtgNsSeA,@MEDIAARMY,Hukuman mati bagi para korupsi,14,2025-02-26T10:53:43Z
nwgTuwCb0aU,@rajabatik4904,Ibuk ini kuat mungkin krn merasa tdk salah,14,2023-09-19T15:49:33Z
9YFbtgNsSeA,@ary1ststyowati291,"Y Allah... Uang itu yaaa... Buat apa aj pak... D saat rakyat bingung cari pekerjaan., cari uang.. Cari makan😢",14,2025-02-26T04:44:08Z
nwgTuwCb0aU,@papapjoshua3563,Ibu Karen ini korban Rezim.Laknat !😡,14,2023-09-19T16:22:08Z
CyxDR6JUY-Q,@BajJangNur,Ayoooo Bu Kare.... BONGKAR ❤❤❤ Bagimu Negeri🇮🇩🇮🇩🇮🇩🇮🇩 Indonesia Maju 🎉🎉🎉 MERDEKAAA 🇮🇩💪🏻💪🏻🇮🇩💪🏻🇮🇩🇮🇩🇮🇩🇮🇩,14,2023-09-20T05:33:18Z
nwgTuwCb0aU,@aremajaya6189,Klo memang benar bukan kemauan pribadi .seret semua yg bersangkutan biar tuntas,14,2023-09-19T16:15:09Z
9YFbtgNsSeA,@bambangjanuarwinarto2642,"Akibat tindakan perlu dibawa ke pidana, tetapi tindakan mengoplos dan berakibat pada kerugian rakyat yang menggunakan harus ada tindakan. Pelaku harus mengganti kerugian ke semua rakyat Indonesia yang sudah di tipu dengan tidak sesuai yg telah dibeli, itupun sudah 8 tahun dilakukan. Ganti kerugian pada rakyat Indonesia oleh pelaku",13,2025-02-28T01:55:20Z
CyxDR6JUY-Q,@budimansitorus4373,Pada masa siapa keputusan nya ya? Katakan tidak pada korupsi!.,13,2023-09-20T06:40:06Z
N3JZxBTC1Zw,@Alok99daimen-iq8cn,Beda dari yang lain jos metro tv 😂,13,2025-03-15T16:07:25Z
nwgTuwCb0aU,@meirzarousvianto2372,"Sedih buu saya mendegarnya ini ...dulu mendengar ibu karen d bebaskan demi hukum saya ikut senang
Ibu salah satu putri terbaik  terbaik indonesia.
Semoga ibu dpt melewati cobaan ini dan d berikan kekuatan oleh allah swt.
Buktikan semua d persidangan  bu karen 🙏",13,2023-09-19T23:54:21Z
9YFbtgNsSeA,@1030type,"ama dirutnya produksi kilang di turunin, biar bisa open impor minyak mentah, masih kurang kenyang... pertalite di oplos di jual pake harga pertamax.  ini di sektor minyak, belum di beras, gula, dan lain2.. di sini masyarakat bisa gamblang liatnya apa itu mafia. terima kasih orang yg udah nangkep ini",12,2025-02-25T15:06:12Z
N3JZxBTC1Zw,@Sapu-sapu.official,02:57 kelazz,12,2025-03-20T12:27:53Z
N3JZxBTC1Zw,@Luxire_yomeware,Ini yg kita suka 😂❤,12,2025-03-19T01:46:55Z
nwgTuwCb0aU,@fredoaji9539,"Perempuan, tegas dan lancar menjawab dengan sistematis, tidak menghindar dan berbelit2..hebat sih kl diliat dr wawancara td.
Mudahan proses hukum berlaku jujur dan objektif",12,2023-09-19T18:07:06Z
9YFbtgNsSeA,@PanglimaPejuang,Selidiki juga itu Telkomsel.. mesti di audit juga Telkomsel..,12,2025-02-25T22:36:33Z
9YFbtgNsSeA,@sayidhelmy610,Sita assetnya...UU perampasan asset secepatnya disahkan DPR...miskinkan  koruptor...TKS..86,12,2025-02-26T02:48:57Z
nwgTuwCb0aU,@dodokdai4208,Semoga yg penguasa dzalim segera kena adzab....,12,2023-09-19T17:01:46Z
9YFbtgNsSeA,@esaefullah965,"Hukum mati dengan cara disuruh minum pertamax rasa pertalite. Bukan hanya negara yang dirugikan, tapi juga jutaan konsumen yang selama ini sudah tertipu & dirugikan oleh perbuatan mereka. Bagaimana juga pertanggungjawaban Pertamina dalam kasus ini?",11,2025-02-25T14:14:16Z
9YFbtgNsSeA,@iwanibo0710,Hukum gantung bos buat korupsi,11,2025-02-26T09:00:13Z
9YFbtgNsSeA,@rudika2095,Setenang itukah wajah koruptor,11,2025-02-25T23:07:56Z
CyxDR6JUY-Q,@RevaNur-i6i,"Kasihan Karen jadi kambing hitam, Firli berulang kali jadi eksekutor",11,2023-09-20T08:51:03Z
CsypBOUAgV8,@galileogalilei8213,"Kewenangan mengambil sebuah kebijakan oleh pejabat publik sekarang bisa jadi ranah pidana korupsi? Padahal tidak ada bukti aliran dana ke rekening pribadi? Ngeri sekali model penegakan hukum di Indonesia sekarang, mudah mengkriminalisasi Pejabat Publik untuk menaikkan popularitas institusi. Jangan heran ke depan Pejabat Publik bakal jadi  pasif dan enggan mengambil keputusan, karena kalau keputusannya salah secara bisnis, risikonya bisa dikriminalisasi KPK dan Kejaksaan.",11,2023-09-20T16:12:22Z
